polling_station_number,parlament_voters,Oppobloc,Strength and Honor,Fatherland,OP for Life,European Solidarity,Ukrainian Strategy,Servant of the People,Radical Party,Party of Shariy,Voice,Freedom,Other parties,district_number
710307,143,1,3,19,11,12,2,71,10,2,4,2,6,197
710308,50,1,3,5,0,4,2,27,3,0,1,1,3,197
710309,207,6,7,13,17,6,4,94,18,0,1,3,38,197
710691,696,3,41,48,39,20,5,455,39,3,22,1,20,197
710696,803,8,38,69,34,30,12,498,41,7,26,6,34,197
710697,388,3,29,38,24,26,9,204,23,4,13,6,9,197
710700,734,7,63,52,28,52,31,393,28,6,39,10,25,197
710701,695,9,73,44,38,66,17,320,30,6,44,17,31,197
710706,401,3,45,16,28,10,10,231,35,0,5,4,14,197
710709,944,6,55,83,49,52,17,555,49,12,24,11,31,197
710710,741,5,41,56,47,39,9,434,45,11,21,11,22,197
710711,893,11,53,69,30,54,20,521,33,6,24,16,56,197
710712,1253,1,103,78,63,68,27,690,34,10,43,13,123,197
710713,1207,7,101,82,42,58,34,634,51,7,33,20,138,197
710716,1035,10,88,68,57,80,17,552,34,15,44,22,48,197
710717,90,0,5,10,6,14,0,40,2,1,6,0,6,197
710718,323,2,12,11,15,11,8,212,20,1,10,7,14,197
710719,281,11,11,36,9,5,9,152,25,2,10,2,9,197
710722,444,3,27,52,20,33,7,235,35,1,11,8,12,197
710723,202,1,13,24,11,8,1,113,12,1,6,3,9,197
710724,240,2,17,32,20,17,8,126,8,0,5,1,4,197
710725,154,3,13,23,9,7,5,70,14,0,3,3,4,197
710735,648,10,32,35,23,20,6,458,30,1,13,6,14,197
710736,595,3,39,37,22,24,6,390,21,7,10,4,32,197
710876,611,4,28,82,26,25,6,356,31,3,12,17,21,197
710877,1066,8,37,103,73,44,10,633,31,10,37,18,62,197
710878,1094,9,76,127,43,54,12,638,18,14,30,28,45,197
710879,50,0,0,4,10,2,1,22,3,0,2,0,6,197
710880,1063,6,41,122,60,52,7,601,49,7,24,21,73,197
710881,848,9,43,80,68,50,13,463,14,21,30,11,46,197
710882,1119,7,60,98,71,82,14,621,38,6,36,31,55,197
710883,912,11,35,73,59,58,12,501,24,23,33,24,59,197
710884,844,7,48,88,43,32,14,497,28,13,26,11,37,197
710885,1182,6,67,114,96,57,16,643,26,19,54,28,56,197
710886,977,8,48,103,51,54,12,564,26,8,33,21,49,197
710887,1086,6,56,114,51,42,12,622,47,15,39,21,61,197
710888,969,19,72,68,76,89,29,438,27,10,45,50,46,197
710889,976,8,70,86,98,89,25,448,22,20,47,25,38,197
710890,1045,22,72,80,104,66,18,493,49,15,49,27,50,197
710892,1261,17,89,121,112,85,22,598,50,24,51,49,43,197
710893,943,10,77,90,71,78,12,449,21,16,37,41,41,197
710894,848,7,41,91,58,38,8,454,36,9,33,32,41,197
710895,1136,10,74,104,76,95,23,583,38,18,45,31,39,197
710896,703,12,39,69,51,47,11,386,13,6,27,15,27,197
710898,781,11,41,60,39,60,14,438,24,9,26,21,38,197
710899,846,5,39,61,38,65,30,461,39,6,44,27,31,197
710900,865,5,31,67,60,58,26,472,40,18,25,24,39,197
710901,35,3,6,6,0,1,0,11,4,0,1,1,2,197
711030,898,10,65,64,44,93,14,484,14,8,45,20,37,197
711031,1006,7,83,69,55,85,25,506,20,20,54,24,58,197
711032,970,11,52,67,51,62,8,547,24,35,60,19,34,197
711033,563,4,41,72,45,55,9,254,11,9,20,23,20,197
711034,692,9,58,56,26,79,23,354,12,7,35,10,23,197
711035,396,2,28,15,30,43,3,211,10,11,22,7,14,197
711036,105,0,8,8,6,1,6,42,15,1,2,3,13,197
711037,625,8,55,37,64,62,11,283,7,15,34,18,31,197
711038,658,3,44,52,47,67,9,306,9,16,54,18,33,197
711068,838,3,58,56,58,82,10,374,20,30,75,29,43,197
711069,879,7,83,63,60,71,15,422,16,21,40,21,60,197
711070,1014,7,74,102,76,103,14,448,22,18,63,30,57,197
711071,741,6,69,75,54,74,12,317,14,20,37,30,33,197
711072,1163,10,87,92,87,145,14,508,17,24,99,29,51,197
711073,1201,14,81,100,91,147,22,534,16,19,77,36,64,197
710230,309,3,20,27,21,16,10,162,13,0,14,13,10,198
710231,716,1,35,79,42,40,16,410,21,6,18,24,24,198
710232,788,3,42,111,32,48,12,438,25,5,27,24,21,198
710233,550,4,32,42,25,39,5,327,23,6,16,12,19,198
710234,598,8,33,51,36,52,14,295,28,12,21,23,25,198
710235,596,4,34,71,38,33,6,339,15,2,23,15,16,198
710236,423,5,32,35,31,38,13,213,12,2,11,20,11,198
710237,641,2,48,54,45,53,12,324,27,2,19,30,25,198
710238,676,3,31,108,30,48,9,347,43,4,25,15,13,198
710239,260,5,12,12,24,26,5,127,33,0,6,1,9,198
710240,219,1,13,12,8,19,2,87,48,1,5,2,21,198
710241,337,4,11,33,22,17,3,158,36,6,9,7,31,198
710242,387,7,19,38,11,34,13,184,50,0,7,4,20,198
710243,195,4,4,27,1,12,10,96,30,2,1,0,8,198
710244,148,11,0,9,10,7,1,87,13,0,4,2,4,198
710245,224,4,10,33,8,8,4,124,11,2,10,5,5,198
710246,534,2,43,57,34,12,15,259,45,2,22,14,29,198
710247,65,2,3,2,1,4,6,30,10,0,3,1,3,198
710248,241,3,1,32,17,5,3,80,8,0,2,6,84,198
710249,77,5,1,8,3,2,3,29,22,1,0,1,2,198
710250,62,0,5,5,6,4,3,17,12,0,2,3,5,198
710251,210,2,5,26,17,24,20,62,14,0,13,4,23,198
710252,711,4,19,76,32,20,24,454,26,4,14,13,25,198
710253,123,4,7,16,6,12,5,42,17,1,2,1,10,198
710254,35,0,4,4,3,1,2,13,6,0,1,0,1,198
710255,446,3,18,22,36,22,4,261,46,1,6,8,19,198
710256,74,0,3,10,7,6,0,27,13,1,2,1,4,198
710257,441,6,16,34,21,18,10,259,41,6,6,11,13,198
710258,200,4,4,30,12,8,4,111,16,1,1,2,7,198
710259,247,4,7,21,9,9,5,148,22,5,3,6,8,198
710260,452,6,11,46,40,31,6,235,37,3,9,10,18,198
710261,296,6,10,37,7,16,8,170,14,2,6,4,16,198
710262,438,1,20,52,25,19,6,247,31,5,8,7,17,198
710510,659,3,20,53,29,23,12,407,40,6,29,8,29,198
710511,639,2,30,52,18,27,15,381,49,4,21,14,26,198
710512,262,9,18,17,14,15,6,141,18,1,9,3,11,198
710513,236,2,18,18,9,15,2,137,15,3,3,2,12,198
710514,751,8,39,63,35,23,19,464,50,5,12,4,29,198
710515,675,8,34,57,35,41,11,394,44,9,11,11,20,198
710516,199,1,2,27,4,9,5,123,14,1,2,1,10,198
710517,42,2,4,0,1,4,5,21,3,0,0,2,0,198
710518,135,0,4,12,1,7,6,77,11,0,8,1,8,198
710519,216,1,7,30,17,18,4,101,20,3,5,5,5,198
710520,261,1,23,33,10,10,7,120,31,1,12,0,13,198
710521,929,8,61,106,43,29,14,551,32,10,31,6,38,198
710522,472,4,27,64,26,26,9,243,26,0,20,5,22,198
710523,595,4,37,37,32,42,25,311,42,8,25,9,23,198
710524,263,5,5,43,9,18,10,107,46,0,9,0,11,198
710525,480,5,14,48,24,16,15,287,40,0,12,3,16,198
710526,118,0,7,12,2,2,2,69,14,0,3,1,6,198
710527,218,3,13,20,12,6,10,104,33,1,3,3,10,198
710528,314,5,26,27,23,17,2,153,31,2,4,3,21,198
710529,239,1,25,24,19,15,9,103,22,5,7,2,7,198
710530,548,7,38,49,28,44,5,296,18,7,29,14,13,198
710531,341,12,13,34,9,15,7,182,13,7,5,4,40,198
710532,386,4,28,33,10,23,6,205,31,1,9,6,30,198
710534,102,1,9,11,9,2,3,41,17,0,2,0,7,198
710535,300,3,21,43,13,16,5,132,43,0,7,2,15,198
710536,205,3,4,20,5,6,6,115,32,1,3,1,9,198
710537,148,1,4,17,6,7,2,76,28,1,0,1,5,198
710538,360,1,19,54,18,20,12,161,47,2,9,3,14,198
710539,40,7,3,7,3,2,1,14,1,0,1,0,1,198
710540,806,8,45,67,56,42,10,346,145,12,29,13,33,198
710541,209,4,1,30,18,9,10,99,17,0,5,4,12,198
710542,222,4,13,17,6,10,5,123,31,1,4,2,6,198
710543,282,3,12,37,12,5,14,142,34,1,5,4,13,198
710544,497,1,24,65,22,17,9,260,48,2,19,7,23,198
710545,289,6,12,34,10,7,3,149,44,3,3,4,14,198
710546,281,7,17,44,21,9,2,136,22,1,6,7,9,198
710547,327,3,18,31,12,26,7,160,38,3,11,4,14,198
710690,308,1,21,21,11,22,7,173,14,2,12,7,17,198
710692,573,2,38,25,24,23,12,343,65,5,8,11,17,198
710693,763,5,28,56,26,30,22,484,29,8,30,8,37,198
710694,735,5,41,55,38,22,12,460,38,2,24,9,29,198
710695,559,2,25,36,33,21,13,358,30,5,11,5,20,198
710698,897,7,60,63,34,65,20,498,58,3,44,15,30,198
710699,348,1,31,39,16,25,7,183,24,4,4,4,10,198
710702,864,12,43,62,40,46,26,460,70,7,42,13,43,198
710703,696,7,45,60,40,34,13,378,35,6,29,13,36,198
710704,247,3,8,23,10,17,0,143,19,0,12,3,9,198
710705,74,1,0,8,6,7,0,27,19,0,3,2,1,198
710707,633,7,55,53,30,49,5,347,18,6,21,18,24,198
710708,1004,8,88,76,63,70,26,523,45,15,34,21,35,198
710714,574,6,41,40,24,41,14,309,23,6,27,12,31,198
710715,523,8,35,47,20,14,13,331,21,2,9,11,12,198
710720,939,13,70,108,39,41,8,547,34,6,25,14,34,198
710721,176,2,14,14,4,9,1,105,9,4,5,1,8,198
710726,648,5,68,68,29,30,12,363,26,7,12,6,22,198
710727,383,9,33,40,27,16,7,203,19,3,11,3,12,198
710728,1008,10,57,126,55,50,9,539,63,14,35,14,36,198
710729,802,8,53,73,27,44,13,463,44,9,28,10,30,198
710730,1090,4,69,90,55,63,33,614,38,13,55,18,38,198
710731,845,2,60,46,39,44,17,518,33,7,41,11,27,198
710732,1086,13,66,83,55,67,12,642,37,15,42,10,44,198
710733,753,5,49,47,40,52,7,459,15,8,27,17,27,198
710734,379,8,16,12,30,26,4,210,34,6,13,9,11,198
710737,15,1,1,2,0,1,2,7,0,0,1,0,0,198
710902,637,7,42,53,53,46,16,327,26,11,29,11,16,198
710903,606,3,32,44,51,34,15,345,19,6,17,18,22,198
710904,888,10,63,51,61,85,26,473,22,11,38,15,33,198
710905,1076,15,71,70,124,64,24,544,43,22,33,19,47,198
710906,808,11,31,57,84,49,8,403,26,30,52,16,41,198
710907,1098,6,59,88,150,101,30,498,29,25,53,14,45,198
710908,570,9,30,43,53,43,14,283,17,10,26,10,32,198
710909,428,5,38,31,34,32,11,225,6,9,9,15,13,198
710910,708,8,49,39,54,45,19,393,24,15,26,6,30,198
710911,867,15,75,68,83,66,17,403,19,18,46,22,35,198
710912,806,5,53,69,56,53,16,443,30,7,31,13,30,198
710913,804,10,69,67,82,59,11,369,24,18,45,13,37,198
710914,935,10,62,68,64,46,21,529,30,15,38,15,37,198
710915,577,3,30,59,49,50,7,299,12,9,27,13,19,198
710916,466,4,25,37,36,21,9,254,14,14,15,12,25,198
710917,533,4,40,35,33,24,5,328,16,3,17,13,15,198
710918,841,6,37,53,49,63,14,502,16,18,42,18,23,198
710919,914,14,74,61,83,74,14,473,24,20,41,12,24,198
710920,1072,15,77,55,110,75,24,548,32,23,56,17,40,198
710921,636,1,53,43,55,39,20,326,20,9,43,1,26,198
710922,593,6,37,38,49,44,12,307,24,14,28,3,31,198
710923,813,13,57,40,87,49,10,427,25,16,49,7,33,198
710924,497,4,25,42,43,35,10,269,13,13,19,8,16,198
710925,854,13,54,51,71,56,12,455,23,30,32,23,34,198
710926,768,7,56,51,48,49,19,432,21,13,33,15,24,198
710927,822,6,49,60,55,58,13,468,24,14,26,12,37,198
710928,916,10,52,78,55,58,12,549,22,19,30,9,22,198
710929,940,11,50,61,64,65,10,548,13,28,38,11,41,198
710930,553,3,31,35,44,35,11,333,13,10,14,7,17,198
710931,827,8,44,70,72,44,20,450,29,17,29,14,30,198
710932,637,4,24,37,42,34,14,384,37,15,15,14,17,198
710933,662,4,36,50,53,28,5,394,32,4,31,7,18,198
710934,424,8,25,23,38,28,5,246,11,3,12,10,15,198
710935,273,11,13,29,10,5,12,132,17,1,3,3,37,198
710936,22,0,2,2,3,1,1,7,3,0,0,2,1,198
710937,28,1,1,5,1,1,1,12,3,0,0,1,2,198
710084,1103,10,63,113,54,96,22,576,39,15,58,21,36,199
710085,827,7,66,115,37,52,20,426,28,1,32,13,30,199
710086,1017,9,76,108,49,75,22,532,32,19,52,18,25,199
710087,1024,14,66,147,52,73,25,505,50,8,33,12,39,199
710088,508,9,29,81,26,18,13,260,28,4,18,6,16,199
710089,586,9,42,67,19,32,12,327,30,2,14,9,23,199
710090,438,8,15,39,23,4,6,280,49,0,8,0,6,199
710091,160,5,5,22,12,11,1,74,20,0,3,0,7,199
710092,722,3,69,117,31,45,24,294,77,5,18,8,31,199
710093,149,1,5,28,7,4,8,58,30,0,3,0,5,199
710094,372,3,13,50,15,21,3,189,46,1,11,8,12,199
710095,268,2,29,22,10,11,6,136,26,7,8,2,9,199
710096,231,4,4,20,15,12,23,84,45,0,10,4,10,199
710097,253,1,17,38,11,15,17,129,10,1,5,0,9,199
710098,348,5,17,30,17,17,8,185,37,4,6,4,18,199
710099,206,3,4,30,24,6,9,90,21,8,2,3,6,199
710100,65,0,0,11,11,1,2,24,11,0,3,0,2,199
710101,83,3,0,30,10,1,2,26,6,1,3,0,1,199
710102,231,2,8,24,8,18,4,118,24,0,14,1,10,199
710103,331,2,21,50,23,23,7,148,33,0,10,1,13,199
710104,289,4,4,30,10,10,8,181,13,2,11,2,14,199
710105,107,6,9,21,9,10,7,29,2,0,7,0,7,199
710106,383,5,22,37,43,19,6,180,42,1,6,3,19,199
710107,258,1,10,35,16,12,3,103,53,1,7,3,14,199
710108,272,1,25,25,9,14,11,123,33,5,5,7,14,199
710109,325,2,17,64,28,15,7,157,15,0,6,4,10,199
710110,292,4,30,22,8,18,3,144,45,1,3,5,9,199
710111,365,7,9,48,40,16,4,173,45,1,6,6,10,199
710112,328,2,24,32,14,20,8,182,24,1,10,3,8,199
710113,215,1,8,24,11,20,5,84,43,0,5,8,6,199
710114,648,7,36,78,11,27,13,360,72,1,13,9,21,199
710115,469,6,10,98,26,31,11,190,53,2,14,10,18,199
710116,363,8,10,29,31,22,1,197,39,0,10,6,10,199
710117,379,2,14,62,17,24,6,191,34,3,10,1,15,199
710118,343,6,48,42,30,14,8,121,42,4,11,0,17,199
710119,227,3,11,31,9,15,15,95,25,0,7,7,9,199
710120,237,5,31,7,19,11,1,101,38,0,7,4,13,199
710121,355,3,32,36,17,27,6,153,48,1,13,5,14,199
710122,200,0,8,27,6,3,4,105,38,0,5,0,4,199
710123,59,2,4,5,1,2,0,37,5,0,2,1,0,199
710124,831,6,43,88,29,50,7,542,20,3,16,9,18,199
710125,561,5,15,78,33,31,4,328,11,8,27,3,18,199
710126,466,5,24,52,31,52,3,238,11,4,23,5,18,199
710127,683,9,38,89,36,51,9,367,20,7,24,12,21,199
710128,981,8,31,114,44,61,15,590,30,8,32,12,36,199
710129,926,4,37,115,49,55,9,543,33,9,25,21,26,199
710130,1151,9,49,128,39,54,16,681,70,3,29,11,62,199
710131,737,3,32,82,24,42,15,456,20,0,25,9,29,199
710132,804,3,20,106,26,38,12,495,23,2,47,14,18,199
710133,142,1,5,9,4,5,1,97,10,0,2,1,7,199
710134,248,8,5,39,16,9,2,130,19,0,4,3,13,199
710135,91,2,1,10,5,5,3,40,12,0,3,1,9,199
710137,133,4,18,8,10,7,2,52,24,0,3,0,5,199
710138,134,2,1,26,4,3,4,58,25,0,0,3,8,199
710139,314,0,6,32,16,16,5,186,33,0,9,1,10,199
710140,475,1,21,82,8,17,5,263,33,9,7,7,22,199
710141,199,9,5,25,8,2,2,126,10,1,3,3,5,199
710142,335,2,15,43,12,11,5,185,26,1,15,3,17,199
710143,298,0,7,16,15,9,5,184,28,2,3,5,24,199
710144,316,0,11,23,8,8,9,208,22,6,8,3,10,199
710145,187,1,4,12,2,10,3,115,11,0,6,7,16,199
710146,545,5,30,79,23,18,7,311,37,3,5,5,22,199
710147,237,2,20,23,8,12,1,115,24,1,4,2,25,199
710148,624,4,28,97,24,18,11,346,39,5,20,10,22,199
710149,103,1,10,6,5,4,1,55,11,0,3,0,7,199
710150,71,1,0,13,7,4,1,34,5,0,2,0,4,199
710151,343,2,21,36,17,23,11,148,41,5,14,6,19,199
710152,376,4,40,41,20,21,5,176,35,1,7,2,24,199
710153,50,2,4,2,1,5,2,18,9,3,0,1,3,199
710154,309,2,10,43,9,9,4,193,15,2,6,5,11,199
710155,86,2,3,13,4,3,0,46,7,0,2,2,4,199
710156,608,8,27,112,12,23,5,321,55,2,15,4,24,199
710157,227,1,17,20,11,3,7,123,31,0,2,2,10,199
710158,167,3,5,17,14,11,2,79,15,5,3,1,12,199
710159,289,3,8,31,15,11,10,158,27,0,7,2,17,199
710160,338,2,15,50,6,10,4,180,29,2,11,7,22,199
710161,500,2,29,48,29,8,4,308,33,1,6,6,26,199
710162,675,6,40,107,35,18,6,330,56,4,21,8,44,199
710163,326,6,21,44,18,13,5,154,41,0,7,3,14,199
710164,282,3,7,56,13,6,1,160,16,2,9,1,8,199
710165,105,0,6,4,4,11,0,54,11,5,4,3,3,199
710166,84,3,12,9,3,6,0,25,12,0,3,0,11,199
710167,342,1,15,22,16,8,8,204,32,1,10,2,23,199
710168,208,2,19,54,6,4,1,94,17,3,1,0,7,199
710169,623,6,45,41,33,46,15,311,71,3,12,9,31,199
710170,294,5,32,27,13,11,5,143,30,3,7,4,14,199
710171,681,12,46,112,25,24,4,355,34,8,15,17,29,199
710172,554,1,22,83,17,17,12,338,19,5,8,7,25,199
710173,42,0,2,6,0,2,2,24,4,0,0,0,2,199
710397,932,4,56,104,46,78,19,472,51,14,37,16,35,199
710398,985,15,37,127,52,68,14,501,65,13,42,17,34,199
710399,993,14,35,124,42,92,17,539,41,11,36,10,32,199
710400,288,1,9,43,11,16,10,138,43,0,1,4,12,199
710401,48,2,3,10,4,1,0,12,15,0,0,0,1,199
710402,335,10,23,36,13,25,3,148,53,2,15,0,7,199
710405,570,11,25,80,17,49,16,294,44,2,12,3,17,199
710406,390,6,35,48,20,12,8,176,57,2,5,3,18,199
710407,247,1,17,9,21,7,2,135,41,1,3,2,8,199
710408,169,16,2,37,10,8,1,65,19,0,2,2,7,199
710409,87,1,1,19,4,8,1,24,17,0,7,1,4,199
710410,174,4,4,22,10,4,2,88,31,0,0,1,8,199
710413,313,5,18,46,9,17,15,111,59,1,5,14,13,199
710414,151,2,11,8,6,9,3,92,13,2,0,0,5,199
710415,162,2,2,29,2,4,1,76,36,1,3,1,5,199
710416,130,3,4,9,11,8,1,64,20,0,3,1,6,199
710417,86,1,4,12,0,13,4,28,9,0,1,6,8,199
710418,187,3,5,25,0,3,1,86,38,1,5,2,18,199
710419,19,6,0,0,0,4,0,7,2,0,0,0,0,199
710422,193,6,8,24,11,7,2,64,59,0,3,2,7,199
710423,151,3,5,31,8,14,1,58,24,1,1,3,2,199
710424,137,6,4,19,3,6,2,49,25,0,8,0,15,199
710425,287,3,12,42,5,24,1,121,63,3,4,1,8,199
710426,70,3,2,3,2,4,0,33,12,0,4,0,7,199
710427,126,12,9,8,4,12,4,37,25,0,4,4,7,199
710428,178,6,10,18,7,12,4,52,50,0,4,2,13,199
710429,235,1,33,20,9,23,7,77,35,5,9,0,16,199
710430,57,3,3,10,3,6,2,14,12,1,0,0,3,199
710431,304,12,14,51,18,8,4,143,31,0,5,1,17,199
710432,43,1,0,4,1,2,1,19,8,0,4,0,3,199
710434,263,6,6,47,12,6,8,134,22,0,7,1,14,199
710435,217,3,3,34,16,12,6,89,31,0,9,1,13,199
710436,610,13,39,46,44,32,14,296,77,4,22,12,11,199
710437,1007,6,77,98,62,67,15,533,33,9,27,35,45,199
710438,665,4,42,74,36,30,10,363,28,9,13,23,33,199
710439,919,4,76,88,38,60,20,509,28,11,25,36,24,199
710440,459,5,34,59,24,34,7,225,23,2,14,16,16,199
710441,172,0,6,8,10,2,1,94,12,0,3,30,6,199
710442,206,3,11,50,9,15,0,67,35,0,4,6,6,199
710443,201,4,10,34,13,14,2,94,16,0,1,3,10,199
710444,504,4,50,51,31,27,12,233,53,3,8,20,12,199
710445,616,6,46,58,36,41,16,304,57,5,14,4,29,199
710446,353,5,31,39,12,15,7,168,40,0,10,5,21,199
710447,504,2,24,51,56,9,4,289,32,0,8,12,17,199
710448,511,6,29,37,36,14,4,305,45,5,11,4,15,199
710449,107,6,5,12,4,8,4,39,18,0,2,1,8,199
710450,173,6,3,16,7,5,9,82,26,2,2,2,13,199
710451,398,20,15,15,24,6,12,226,58,0,4,3,15,199
710452,261,3,17,35,19,13,4,138,19,1,4,1,7,199
710453,217,2,12,19,6,15,4,92,41,0,12,2,12,199
710454,159,7,14,17,19,8,3,49,20,0,2,4,16,199
710455,606,2,60,43,46,22,9,314,66,0,15,11,18,199
710456,318,4,18,47,15,28,14,123,30,1,12,12,14,199
710457,174,3,7,16,18,5,3,98,16,0,2,2,4,199
710458,379,2,37,43,22,20,10,187,36,0,8,1,13,199
710459,267,5,8,16,21,9,2,135,49,1,2,4,15,199
710460,475,4,37,55,29,27,12,233,44,4,7,4,19,199
710461,392,8,22,33,19,21,6,186,52,5,15,3,22,199
710462,195,3,12,21,12,6,7,79,38,0,9,1,7,199
710463,168,3,14,30,14,6,2,54,31,0,7,1,6,199
710464,85,1,3,11,4,7,1,33,20,1,1,0,3,199
710465,307,6,7,40,24,9,6,153,35,1,4,5,17,199
710466,29,0,0,2,4,1,0,12,5,0,1,0,4,199
710548,215,4,13,14,9,10,1,130,11,4,6,4,9,199
710549,217,1,8,38,17,8,4,110,7,2,8,3,11,199
710550,593,2,39,65,39,40,6,315,20,10,21,12,24,199
710551,509,8,43,42,14,29,10,276,17,6,23,18,23,199
710552,387,5,31,33,17,46,3,202,13,4,7,9,17,199
710553,344,2,23,38,9,32,2,174,30,1,18,2,13,199
710554,377,5,18,36,23,28,9,201,18,5,7,6,21,199
710555,340,1,25,37,20,18,6,170,20,3,10,6,24,199
710556,353,4,22,54,19,37,6,150,18,4,21,10,8,199
710557,259,4,18,20,15,21,8,130,17,2,8,8,8,199
710558,243,1,16,26,8,19,5,130,8,2,5,16,7,199
710559,629,9,24,58,15,39,11,329,44,10,47,19,24,199
710560,296,2,22,22,11,14,4,174,20,0,6,5,16,199
710561,220,1,11,29,5,22,3,116,8,4,7,3,11,199
710562,594,9,24,50,33,28,10,367,14,6,17,8,28,199
710568,356,6,37,42,13,29,6,169,28,0,9,9,8,199
710580,184,3,8,19,11,8,2,92,25,1,3,2,10,199
710586,582,3,17,82,18,26,14,304,55,1,18,14,30,199
710591,223,0,12,16,16,8,4,126,26,0,3,3,9,199
710592,253,4,20,29,24,14,6,108,23,0,6,2,17,199
710862,529,3,47,39,43,22,10,302,10,5,14,4,30,199
710863,528,7,27,33,82,35,8,266,22,6,13,7,22,199
710864,548,6,32,53,40,25,7,297,31,2,19,13,23,199
710865,439,8,18,36,41,19,1,250,15,7,15,5,24,199
710866,868,5,50,71,120,48,14,447,27,10,28,10,38,199
710867,494,6,36,32,66,28,6,254,4,9,14,10,29,199
710868,116,1,5,14,9,4,1,59,7,4,1,1,10,199
710869,488,7,31,40,42,27,7,265,18,6,21,6,18,199
710870,612,9,28,36,45,36,5,361,19,8,24,12,29,199
710871,391,4,9,21,29,20,13,257,14,3,10,2,9,199
710872,578,7,19,49,28,21,11,371,11,3,16,3,39,199
710873,110,7,6,13,14,2,2,51,6,1,2,0,6,199
710874,264,4,13,29,22,9,2,146,7,6,7,5,14,199
710875,17,1,1,0,1,1,0,11,1,0,0,0,1,199
710467,911,5,76,118,42,74,29,421,30,20,46,6,44,200
710468,954,10,86,93,48,60,32,484,40,7,49,9,36,200
710469,932,6,74,134,41,58,42,435,36,15,45,10,36,200
710470,818,8,62,109,29,43,33,425,43,5,26,5,30,200
710471,585,4,39,85,26,33,12,293,38,1,27,5,22,200
710472,804,26,67,82,54,23,18,413,51,2,29,10,29,200
710473,674,20,42,77,45,33,11,348,42,3,18,11,24,200
710474,103,5,7,15,2,13,4,39,7,2,3,3,3,200
710475,725,1,52,96,31,23,22,396,47,9,27,4,17,200
710476,566,8,32,61,21,39,22,296,40,1,18,5,23,200
710477,409,17,26,43,8,25,12,198,52,0,12,0,16,200
710478,169,1,6,19,8,5,4,94,18,5,1,2,6,200
710479,88,3,5,14,4,4,5,35,8,1,3,1,5,200
710480,245,9,9,24,13,15,3,120,11,0,8,0,33,200
710481,134,5,11,10,2,5,5,55,16,4,4,1,16,200
710482,114,3,4,5,13,11,5,49,18,1,4,0,1,200
710483,134,1,4,28,3,7,4,51,18,3,2,1,12,200
710484,577,7,29,110,31,12,14,300,33,0,4,17,20,200
710485,363,8,58,54,10,22,6,136,38,2,6,3,20,200
710486,68,2,2,21,0,1,1,24,6,0,2,0,9,200
710487,235,5,33,16,13,11,6,107,16,0,12,2,14,200
710488,256,9,12,34,8,23,7,116,26,0,5,5,11,200
710489,328,8,35,39,19,16,10,126,43,1,6,0,25,200
710490,280,3,28,45,7,10,6,126,32,0,9,2,12,200
710491,227,4,14,26,5,15,10,107,35,0,3,0,8,200
710492,251,16,15,34,16,14,15,85,28,0,6,4,18,200
710493,37,2,2,1,1,9,0,15,3,0,0,0,4,200
710494,199,11,16,18,7,13,6,64,47,0,3,3,11,200
710495,206,5,14,13,13,10,10,101,23,0,9,2,6,200
710496,348,10,25,43,13,19,21,147,46,2,4,1,17,200
710497,24,2,1,2,1,3,1,9,4,0,0,0,1,200
710498,197,8,22,13,10,10,8,80,31,1,4,4,6,200
710499,426,9,32,60,21,26,14,187,40,2,11,3,21,200
710500,131,4,9,10,1,12,5,66,10,0,4,1,9,200
710501,144,4,10,17,3,11,10,68,16,0,2,1,2,200
710502,241,7,8,14,5,2,5,169,17,0,4,0,10,200
710503,173,4,12,18,3,10,9,71,21,2,11,5,7,200
710504,310,5,18,37,14,13,13,112,44,7,24,3,20,200
710505,126,13,10,18,5,12,5,41,15,0,2,1,4,200
710506,326,16,28,44,11,12,10,140,37,0,7,7,14,200
710507,63,8,1,7,4,4,1,21,13,0,1,0,3,200
710508,251,6,10,33,15,10,6,106,44,1,10,0,10,200
710509,61,3,4,10,4,5,2,23,4,0,2,0,4,200
710566,328,5,37,31,16,12,7,149,54,0,7,1,9,200
710581,355,9,33,31,16,47,9,139,43,3,10,2,13,200
710598,179,5,10,29,14,2,2,90,18,0,2,2,5,200
710599,205,12,12,21,11,11,6,88,31,0,0,4,9,200
710600,749,8,51,56,30,30,18,415,69,5,18,14,35,200
710601,317,3,33,24,5,29,13,145,37,3,8,4,13,200
710602,101,0,3,10,10,10,5,40,14,0,1,5,3,200
710603,78,1,0,5,6,9,3,23,11,1,8,10,1,200
710604,301,11,20,10,3,14,12,163,55,0,2,4,7,200
710605,614,7,69,37,31,38,12,294,60,12,24,18,12,200
710606,376,3,26,23,28,22,16,174,41,4,12,3,24,200
710607,269,2,18,20,18,14,3,139,30,0,6,9,10,200
710608,425,4,49,24,15,35,10,203,54,1,12,4,14,200
710609,820,8,56,125,62,44,14,404,45,5,18,17,22,200
710610,397,13,21,54,19,15,8,180,59,3,11,3,11,200
710611,218,5,20,18,4,24,6,83,10,0,8,30,10,200
710612,404,4,63,35,46,28,9,151,31,2,8,9,18,200
710613,119,3,9,12,20,2,0,48,22,0,0,1,2,200
710614,496,6,56,35,22,47,10,223,45,2,16,7,27,200
710615,165,2,7,8,18,8,9,66,25,2,5,8,7,200
710616,83,2,3,8,6,3,1,29,14,3,5,7,2,200
710617,69,2,2,4,2,1,1,37,12,0,2,2,4,200
